남가좌동,37.5757745627,127.0858494168,106000089
남가좌동,37.5786342777,127.0863248288,106000087
남가좌동,37.579981805,127.0882251231,106000084
남가좌동,37.5820548439,127.0887178358,106000082
남가좌동,37.5842573049,127.0884543619,106000080
남가좌동,37.5867535303,127.088176499,106000078
남가좌동,37.5891662321,127.0875225751,106000077
남가좌동,37.5913436688,127.0869725161,106000074
남가좌동,37.5943971396,127.0861765659,106000072
남가좌동,37.5958946831,127.0837627464,106000003
남가좌동,37.5939832153,127.0761664915,106000005
남가좌동,37.5916996082,127.0677039967,105000009
남가좌동,37.5896516431,127.0606916391,105000011
남가좌동,37.588707,127.056888,105000013
남가좌동,37.5864983273,127.0521094732,105000014
남가좌동,37.58278,127.048395,105000478
남가좌동,37.5804025104,127.0454307288,105000015
남가좌동,37.5787822693,127.0407118444,105000480
남가좌동,37.5781955893,127.0353335913,105000481
남가좌동,37.5771458908,127.028388299,105000483
남가좌동,37.576453593,127.0255836506,105000018
남가좌동,37.5766303332,127.0233166791,105000552
남가좌동,37.5798350036,127.0224862724,107000094
남가좌동,37.582398971,127.0211155216,107000092
남가좌동,37.5844887946,127.0199894815,107000090
남가좌동,37.5886054063,127.0172299027,107000088
남가좌동,37.5906917676,127.0147153546,107000086
남가좌동,37.5898525089,127.0092322385,107000009
남가좌동,37.586243,127.001744,100000005
남가좌동,37.5826711749,126.9983401004,100000003
남가좌동,37.5791830159,126.9965660023,100000002
남가좌동,37.5775405746,126.9885394479,100000076
남가좌동,37.5760695565,126.9839957858,100000036
남가좌동,37.5759017489,126.9820170203,100000035
남가좌동,37.5761834563,126.9713244962,100000019
남가좌동,37.5751355316,126.9679907155,100000018
남가좌동,37.5663177634,126.9464759832,112000038
남가좌동,37.5636440514,126.9441630049,112000036
남가좌동,37.5601326008,126.9389236898,112000015
남가좌동,37.5601569117,126.9354996016,112000013
남가좌동,37.5625326219,126.9314621185,112000011
남가좌동,37.5663570321,126.9257860764,112000009
남가좌동,37.5677100381,126.9183042295,112000026
남가좌동,37.5709633371,126.9201437133,112000178
남가좌동,37.5725614324,126.922182071,112000121
남가좌동,37.5749175727,126.9218592217,112000126
남가좌동,37.5770712714,126.9206455392,112000108
남가좌동,37.5774218506,126.9220807772,112000147
면목동,37.5766469566,126.9249301317,112000145
면목동,37.5752855695,126.9251839684,112000179
면목동,37.57252,126.921793,112000173
면목동,37.5712597156,126.9200245273,112000177
면목동,37.5675152918,126.9181448253,112000007
면목동,37.566242143,126.9250730207,112000008
면목동,37.5617697328,126.9320446385,112000010
면목동,37.5599353521,126.9357001425,112000012
면목동,37.5599674551,126.9384506818,112000014
면목동,37.5626001751,126.9433012302,112000016
면목동,37.5648262366,126.9459959529,112000037
면목동,37.5748553458,126.968188961,100000033
면목동,37.5757446636,126.9714842989,100000032
면목동,37.5755767894,126.9787471496,100000022
면목동,37.5757849018,126.9842425956,100000104
면목동,37.5771946373,126.9878777332,100000103
면목동,37.5788279947,126.9968717143,100000128
면목동,37.5833334862,126.9993987623,100000131
면목동,37.5893128206,127.0083738392,107000010
면목동,37.5910822203,127.0122536117,107000222
면목동,37.5906107149,127.0143473137,107000085
면목동,37.5882431642,127.0172592603,107000087
면목동,37.5858514183,127.0189209428,107000089
면목동,37.5823963244,127.0207962235,107000091
면목동,37.5804514958,127.0218634882,107000093
면목동,37.5761500409,127.0250446359,105000486
면목동,37.5775320632,127.0299882252,105000484
면목동,37.578139014,127.0376239965,105000482
면목동,37.5789521614,127.0418950942,105000488
면목동,37.5804060099,127.0457024662,105000446
면목동,37.5846074691,127.0508977332,105000030
면목동,37.5876921711,127.0550614625,105000033
면목동,37.5899572977,127.0620677224,105000012
면목동,37.5913657495,127.0669234734,105000010
면목동,37.5935865206,127.0750970737,106000006
면목동,37.5953234549,127.082395232,106000034
면목동,37.5941972708,127.0859396558,106000073
면목동,37.5913024354,127.0866780454,106000075
면목동,37.5891321995,127.0872405771,106000076
면목동,37.5865148002,127.0880980871,106000079
면목동,37.5848547979,127.0883599559,106000081
면목동,37.582733,127.088455,106000083
면목동,37.5812242521,127.0884337896,106000085
면목동,37.5796470274,127.0876506935,106000086
면목동,37.5783,127.085932,106000088
면목동,37.575997,127.08574,106000090
